"누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","주연","제작사","cluster","조연","감독_주연조연시너지수","감독_주연조연악연수","상영횟수당누적관객수","스크린점유율"
5046096,433,106805,"2008-02-14","(주)쇼박스","청소년관람불가","범죄,스릴러,액션","나홍진","김윤석,하정우","(주)영화사비단길",3,"서영희,구본웅,김유정,정인기,박효주,최정우,민경진",7,0,47.2458780019662,21.6067864271457
2971475,968,69865,"2013-11-14","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","액션","곽경택","유오성,주진모,김우빈","(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",2,"장영남,정호빈,기주봉,이철민,이준혁,황성준,장지건,선호진,정수교,배성종,강한나,이상훈,원웅재,신준범,지승현,박성현,윤진하,박아인,조민준",0,3,42.5316682172762,44.3223443223443
3119682,386,41438,"2005-07-29","CJ ENM","청소년관람불가","스릴러","박찬욱","이영애,최민식","(주)모호필름",2,"권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란",0,2,75.2855350161687,23.4223300970874
3125069,514,60714,"2011-07-20","CJ ENM","15세이상관람가","코미디,액션","조범구","이민기,강예원,김인권,고창석","(주)제이케이필름,(주)씨제이이엔엠",2,"주진모,김병철,김은옥,윤제문,유승목,마동석,송재호,전국환,오정세",1,0,51.4719669269032,26.0385005065856
5181014,638,81147,"2012-12-25","CJ ENM","12세이상관람가","드라마","김지훈","설경구,손예진,김상경","(주)씨제이이엔엠,(주)더타워픽쳐스",3,"김인권,안성기,송재호,이주실,이한위,권태원,전국향,정인기,차인표,전배수,박준혁,김성오,민영,이주하,도지한,조민아,이현조,권현상,김수진,이창용,박호영,박재웅",9,0,63.8472648403515,30.6583373378184
5685521,492,76884,"2006-09-28","CJ ENM","청소년관람불가","드라마","최동훈","조승우,김혜수,백윤식,유해진","(주)싸이더스,(주)영화사참",3,"김응수,김상호,김윤석,주진모,김경익,이수경,김정난,권태원,조상건,백도빈,서동수",8,0,73.9493392643463,26.1702127659574
4015361,890,80584,"2014-09-03","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","T.O.P,신세경,곽도원,이하늬","(주)싸이더스",2,"유해진,김윤석,이경영,김인권,오정세,고수희,박효주,고준,이동휘,김원해,이준혁,김민상,조경현,손상경,박수영,임정은,정윤석",8,0,49.8282661570535,39.0179745725559
2229239,1429,66479,"2019-09-11","롯데컬처웍스(주)롯데엔터테인먼트","청소년관람불가","범죄,드라마","권오광","박정민,류승범,최유화","(주)싸이더스,(주)엠씨엠씨,(주)비에이엔터테인먼트",1,"우현,윤제문,이광수,임지연,권해효",0,0,33.5329803396561,46.4111724585904
2625686,764,54995,"2015-09-24","CJ ENM","15세이상관람가","코미디,범죄","김정훈","권상우,성동일","(주)크리픽쳐스",1,"서영희,박해준,이승준,윤경호,조복래,이해영,박성일,최성원,지대한,이언정,변한나,조완기,현정애,진용욱,송유하,이희석,이청희,홍은택,홍서현",0,0,47.7440858259842,31.5181518151815
3152895,1137,107909,"2018-06-13","CJ ENM","15세이상관람가","코미디,범죄","이언희","권상우,성동일,이광수","(주)크리픽쳐스",2,"서영희,남명렬,최덕문,손담비,이일화,최성원,박성일,정연주,오희준,김성규,김중기,이청희,김용준,박성연,홍서백,홍은택",0,0,29.2180911694113,38.7129724208376
2544986,115,22376,"2004-02-05","(주)다자인소프트,(주)쇼박스","15세이상관람가","전쟁,드라마","강제규","장동건,원빈,이은주","강제규필름",1,"공형진,장민호,이영란",0,0,113.737307829818,7.92556857339766
3471150,481,47155,"2005-12-14","CJ ENM","15세이상관람가","드라마,액션","곽경택","장동건,이정재,이미연,김갑수","CJ ENM",2,"데이비드 맥기니스,차트하퐁 판타나운쿨,허욱,선호진,강신성일,박찬영,김란흔,민지환",4,0,73.6114940091189,29.1868932038835
12189654,1906,184200,"2017-08-02","(주)쇼박스","15세이상관람가","드라마","장훈","송강호,토마스 크레취만,유해진,류준열","더램프(주)",5,"박혁권,최귀화,차순배,신담수,류성현,엄태구,박민희,이정은,유은미,권순준,윤석호,허정도,이봉련,이호철,이용이",6,0,66.1761889250814,68.9081706435286
7120780,1105,113214,"2016-08-10","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수","(주)어나더썬데이,(주)비에이엔터테인먼트",4,"정석용,박혁권,남지현,신정근,조현철,유승목,이철민",4,0,62.8966382249545,42.9126213592233
5074314,407,54339,"2006-01-19","CJ ENM","15세이상관람가","코미디","김동원","정준호,김상중,정웅인,정운택","(주)시네마제니스",3,"강성필,최윤영,한효주,박용기,임세호,박용식,이기열,전창걸",2,2,93.382542924971,21.6489361702128
4584800,1184,100270,"2016-12-07","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길,김주현,정진영,김영애,문정희,김대명","(주)씨에이씨엔터테인먼트",3,"이경영,강신일,유승목,주진모,송영창,김영웅,배강유,김세동,김한종,박대원,심성효,박선희,박팔영,최효상,공정환,권홍석,허선행,심영민,조덕현,손종학,김종구,장준녕,조한철,임승대,송영규,강석원,곽민석,정인기,백도빈,주석태,최명진,김태훈,강태식,이승준,어성욱,송철호,형원,김태현,박용,이태형,강지원,오예설",9,2,45.7245437319238,45.9805825242718
3330326,742,80093,"2010-06-16","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마,전쟁","이재한","차승원,권상우,T.O.P,김승우","(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",2,"김혜성,구성환,신현탁,문재원,김동범,김윤성,탁트인,윤승훈,김호원,김한준,조중휘,박태주,조원희,라경덕,황준영,김태환",6,0,41.5807373927809,37.044433349975
2841828,716,72255,"2014-04-30","CJ ENM","15세이상관람가","액션,드라마","창","류승룡,유준상,이진욱,김성령,조여정,조은지","(주)바른손이앤에이,(주)용필름",1,"대명,장준녕,염지영,이현욱,조경훈,김태환,기세형,주석제,김종구,변상윤,유영복,위양호,장은선",0,0,39.3305376790534,31.3897413415169
2931897,1047,89024,"2017-03-23","(주)쇼박스","청소년관람불가","범죄,액션","나현","한석규,김래원","(주)큐로홀딩스",2,"강신일,이경영,김성균,정웅인,조재윤,신성록,전배수,박원상,정석원,송경철,한주완,안세호,유하준,차엽,곽민호,유정호,한이진,김승훈,박진우,최성원,이재균,김찬형",0,0,32.9337819015097,37.8524945770065
2267556,555,59621,"2010-05-13","(주)싸이더스","청소년관람불가","스릴러,멜로/로맨스","임상수","전도연,이정재,윤여정,서우","(주)싸이더스,(주)미로비젼",1,"박지영,안서현,황정민,문소리,김진아",0,0,38.0328407775784,27.708437343984
3018154,384,77732,"2010-01-28","CJ ENM","12세이상관람가","드라마","강대규","김윤진,나문희,강예원,이다희,장영남,박준면,정수영","(주)제이케이필름",2,"이태경,문경민,도용구,지성원,차진혁,박혜진",0,0,38.8276900118355,19.1712431352971
3331593,483,49539,"2006-07-13","CJ ENM","15세이상관람가","드라마,액션","강우석","조재현,차인표,안성기,문성근,강신일","(주)시네마서비스글로벌",2,"김상중,강수연,독고영재,백일섭,최일화,박용수,이도련,이한위,박길수",4,0,67.251922727548,25.6914893617021
11324433,764,154277,"2009-07-22","CJ ENM","12세이상관람가","액션,드라마,어드벤처","윤제균","설경구,하지원,박중훈,엄정화","(주)제이케이필름",5,"이민기,강예원,김인권,송재호,김지영,여호민,성병숙,도용구,노준호,지대한,장명갑,최재섭,천보근,김유정,김유빈,김정운",0,0,73.40324870201,38.2765531062124
8666208,910,133354,"2014-08-06","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","어드벤처","이석훈","김남길,손예진","(주)하리마오픽쳐스",4,"유해진,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,안내상,김경식,이대연",10,1,64.9864870945003,39.8947829899167
3019780,472,57578,"2010-12-22","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,드라마","김영탁","차태현,강예원,이문수,고창석,장영남,천보근","(주)워터앤트리",2,"공호석,정규수,김진성,구승현",0,2,52.4467678627253,23.5646530204693
2982230,993,83591,"2016-11-23","CJ ENM","12세이상관람가","코미디,드라마","권수경","조정석,도경수,박신혜","굿초이스컷픽쳐스(주)",2,"김강현,지대한",0,0,35.6764484214808,38.5631067961165
6855314,551,96528,"2007-07-25","CJ ENM","12세이상관람가","드라마","김지훈","김상경,안성기,이요원,이준기","기획시대(주)",4,"박철민,박원상,송재호,나문희,권태원,엄효섭,박용수,이얼,손병호",6,0,71.0189167909829,27.8987341772152
2394487,817,59051,"2013-10-09","(주)쇼박스","청소년관람불가","액션,스릴러","장준환","김윤석,여진구,조진웅,장현성,김성균,박해준","나우필름(주),파인하우스필름(주),(주)쇼박스",1,"남지현,유연석,우정국,임지은,김영민,서영화",2,0,40.5494741833331,37.4084249084249
2436500,548,62646,"2012-03-08","필라멘트픽쳐스","15세이상관람가","미스터리","변영주","이선균,김민희,조성하","(주)영화제작소보임",1,"송하윤,최덕문,이희준,김민재,박해준",0,0,38.8931456118507,26.3334935127343
2260512,618,42102,"2010-12-22","(주)쇼박스,이십세기폭스코리아(주)","청소년관람불가","스릴러,액션,범죄","나홍진","하정우,김윤석,조성하","㈜팝콘필름",1,"이철민,곽도원,임예원,탁성은,이엘,정만식,정민성",3,0,53.6913210773835,30.8537194208687
2636320,624,69104,"2012-06-06","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","사극,멜로/로맨스","김대승","조여정,김동욱,김민준","(주)황기성 사단",1,"박지영,조은지,이경영,박철민,안석환,조기왕,오지혜,홍경연,박충선,박민정,임종윤,김장원",0,0,38.1500347302616,29.9855838539164
7759761,1095,142715,"2015-12-16","CJ ENM","12세이상관람가","드라마","이석훈","황정민,정우","(주)제이케이필름",4,"조성하,김인권,라미란,김원해,이해영,전배수,정규수,성병숙",8,0,54.3724275654276,45.1732673267327
